"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","GDEXPRD","TOT","MLN_USD","A","1988",8625.86370097058,
"NLD","GDEXPRD","TOT","MLN_USD","A","1989",8603.24871761715,
"NLD","GDEXPRD","TOT","MLN_USD","A","1990",9159.66165025014,
"NLD","GDEXPRD","TOT","MLN_USD","A","1991",8888.37867943284,
"NLD","GDEXPRD","TOT","MLN_USD","A","1992",8727.34369859893,
"NLD","GDEXPRD","TOT","MLN_USD","A","1993",8944.13367088478,
"NLD","GDEXPRD","TOT","MLN_USD","A","1994",9394.64427547964,
"NLD","GDEXPRD","TOT","MLN_USD","A","1995",9758.2365245752,
"NLD","GDEXPRD","TOT","MLN_USD","A","1996",10185.2219250082,
"NLD","GDEXPRD","TOT","MLN_USD","A","1997",10650.1615521878,
"NLD","GDEXPRD","TOT","MLN_USD","A","1998",10528.9513462724,
"NLD","GDEXPRD","TOT","MLN_USD","A","1999",11554.7274682766,
"NLD","GDEXPRD","TOT","MLN_USD","A","2000",11798.9829025863,
"NLD","GDEXPRD","TOT","MLN_USD","A","2001",12116.7933053608,
"NLD","GDEXPRD","TOT","MLN_USD","A","2002",11816.9096138281,
"NLD","GDEXPRD","TOT","MLN_USD","A","2003",12096.0446880589,
"NLD","GDEXPRD","TOT","MLN_USD","A","2004",12353.7144059056,
"NLD","GDEXPRD","TOT","MLN_USD","A","2005",12507.155237151,
"NLD","GDEXPRD","TOT","MLN_USD","A","2006",12699.0729942977,
"NLD","GDEXPRD","TOT","MLN_USD","A","2007",12641.3438870134,
"NLD","GDEXPRD","TOT","MLN_USD","A","2008",12526.3586995555,
"NLD","GDEXPRD","TOT","MLN_USD","A","2009",12364.8268125126,
"NLD","GDEXPRD","TOT","MLN_USD","A","2010",12831.0214158159,
"NLD","GDEXPRD","TOT","MLN_USD","A","2011",14393.035539434,
"NLD","GDEXPRD","TOT","MLN_USD","A","2012",14513.2175123506,
"NLD","GDEXPRD","TOT","MLN_USD","A","2013",14582.0610094564,
"NLD","GDEXPRD","TOT","MLN_USD","A","2014",15056.9225799406,
"NLD","GDEXPRD","TOT","PC_GDP","A","1981",1.64296283735569,
"NLD","GDEXPRD","TOT","PC_GDP","A","1982",1.74351537830622,
"NLD","GDEXPRD","TOT","PC_GDP","A","1983",1.78074231349587,
"NLD","GDEXPRD","TOT","PC_GDP","A","1984",1.7224396967121,
"NLD","GDEXPRD","TOT","PC_GDP","A","1985",1.85466192638626,
"NLD","GDEXPRD","TOT","PC_GDP","A","1986",1.96213577486518,
"NLD","GDEXPRD","TOT","PC_GDP","A","1987",2.04880040404382,
"NLD","GDEXPRD","TOT","PC_GDP","A","1988",1.98860762782773,
"NLD","GDEXPRD","TOT","PC_GDP","A","1989",1.8994366263727,
"NLD","GDEXPRD","TOT","PC_GDP","A","1990",1.94108240718496,
"NLD","GDEXPRD","TOT","PC_GDP","A","1991",1.83874366877768,
"NLD","GDEXPRD","TOT","PC_GDP","A","1992",1.77514504269688,
"NLD","GDEXPRD","TOT","PC_GDP","A","1993",1.79664643891737,
"NLD","GDEXPRD","TOT","PC_GDP","A","1994",1.83286947469218,
"NLD","GDEXPRD","TOT","PC_GDP","A","1995",1.84627474569303,
"NLD","GDEXPRD","TOT","PC_GDP","A","1996",1.86069532301247,
"NLD","GDEXPRD","TOT","PC_GDP","A","1997",1.86542249226639,
"NLD","GDEXPRD","TOT","PC_GDP","A","1998",1.76434792673193,
"NLD","GDEXPRD","TOT","PC_GDP","A","1999",1.84312912510426,
"NLD","GDEXPRD","TOT","PC_GDP","A","2000",1.805557725399,
"NLD","GDEXPRD","TOT","PC_GDP","A","2001",1.81562253511672,
"NLD","GDEXPRD","TOT","PC_GDP","A","2002",1.76885385469392,
"NLD","GDEXPRD","TOT","PC_GDP","A","2003",1.80551087392016,
"NLD","GDEXPRD","TOT","PC_GDP","A","2004",1.80727145717345,
"NLD","GDEXPRD","TOT","PC_GDP","A","2005",1.79102617442161,
"NLD","GDEXPRD","TOT","PC_GDP","A","2006",1.75669702975767,
"NLD","GDEXPRD","TOT","PC_GDP","A","2007",1.68634229063397,
"NLD","GDEXPRD","TOT","PC_GDP","A","2008",1.64308634886563,
"NLD","GDEXPRD","TOT","PC_GDP","A","2009",1.68539689736697,
"NLD","GDEXPRD","TOT","PC_GDP","A","2010",1.72474949011262,
"NLD","GDEXPRD","TOT","PC_GDP","A","2011",1.90305612280899,
"NLD","GDEXPRD","TOT","PC_GDP","A","2012",1.93944734191616,
"NLD","GDEXPRD","TOT","PC_GDP","A","2013",1.95834834231461,
"NLD","GDEXPRD","TOT","PC_GDP","A","2014",2.0018799433782,
"NZL","GDEXPRD","TOT","MLN_USD","A","1981",654.076754070555,
"NZL","GDEXPRD","TOT","MLN_USD","A","1983",620.486078866838,
"NZL","GDEXPRD","TOT","MLN_USD","A","1989",639.524730043285,
"NZL","GDEXPRD","TOT","MLN_USD","A","1990",731.672497063197,
"NZL","GDEXPRD","TOT","MLN_USD","A","1991",711.091803651315,
"NZL","GDEXPRD","TOT","MLN_USD","A","1992",738.160924333112,
"NZL","GDEXPRD","TOT","MLN_USD","A","1993",795.384192545918,
"NZL","GDEXPRD","TOT","MLN_USD","A","1995",829.650460805473,
"NZL","GDEXPRD","TOT","MLN_USD","A","1997",1009.51125039334,
"NZL","GDEXPRD","TOT","MLN_USD","A","1999",978.624121778301,
"NZL","GDEXPRD","TOT","MLN_USD","A","2001",1185.25743039801,
"NZL","GDEXPRD","TOT","MLN_USD","A","2003",1359.0031212321,
"NZL","GDEXPRD","TOT","MLN_USD","A","2005",1413.87311931917,
"NZL","GDEXPRD","TOT","MLN_USD","A","2007",1553.17036876886,
"NZL","GDEXPRD","TOT","MLN_USD","A","2009",1687.89517029542,
"NZL","GDEXPRD","TOT","MLN_USD","A","2011",1719.81878250099,
"NZL","GDEXPRD","TOT","MLN_USD","A","2013",1683.52236034603,
"NZL","GDEXPRD","TOT","PC_GDP","A","1981",0.96153846153846,
"NZL","GDEXPRD","TOT","PC_GDP","A","1983",0.87325619119715,
"NZL","GDEXPRD","TOT","PC_GDP","A","1989",0.83746563898022,
"NZL","GDEXPRD","TOT","PC_GDP","A","1990",0.95183049378013,
"NZL","GDEXPRD","TOT","PC_GDP","A","1991",0.94053997130333,
"NZL","GDEXPRD","TOT","PC_GDP","A","1992",0.96420455996119,
"NZL","GDEXPRD","TOT","PC_GDP","A","1993",0.97524061768392,
"NZL","GDEXPRD","TOT","PC_GDP","A","1995",0.92414156595833,
"NZL","GDEXPRD","TOT","PC_GDP","A","1997",1.05649527449789,
"NZL","GDEXPRD","TOT","PC_GDP","A","1999",0.96392075814985,
"NZL","GDEXPRD","TOT","PC_GDP","A","2001",1.1002859096277,
"NZL","GDEXPRD","TOT","PC_GDP","A","2003",1.14893528674939,
"NZL","GDEXPRD","TOT","PC_GDP","A","2005",1.12044680394022,
"NZL","GDEXPRD","TOT","PC_GDP","A","2007",1.15656744056603,
"NZL","GDEXPRD","TOT","PC_GDP","A","2009",1.25249675679015,
"NZL","GDEXPRD","TOT","PC_GDP","A","2011",1.23100154285527,
"NZL","GDEXPRD","TOT","PC_GDP","A","2013",1.15468971745581,
"NOR","GDEXPRD","TOT","MLN_USD","A","1981",1459.06054812773,
"NOR","GDEXPRD","TOT","MLN_USD","A","1982",1545.86176758196,
"NOR","GDEXPRD","TOT","MLN_USD","A","1983",1644.72045754263,
"NOR","GDEXPRD","TOT","MLN_USD","A","1984",1860.89529837325,
"NOR","GDEXPRD","TOT","MLN_USD","A","1985",2075.56611610045,
"NOR","GDEXPRD","TOT","MLN_USD","A","1987",2240.41300222758,
"NOR","GDEXPRD","TOT","MLN_USD","A","1989",2288.96583189528,
"NOR","GDEXPRD","TOT","MLN_USD","A","1991",2357.95808371457,
"NOR","GDEXPRD","TOT","MLN_USD","A","1993",2568.40051376874,
"NOR","GDEXPRD","TOT","MLN_USD","A","1995",2754.3053285938,
"NOR","GDEXPRD","TOT","MLN_USD","A","1997",3020.57694764458,
"NOR","GDEXPRD","TOT","MLN_USD","A","1999",3199.08827229614,
"NOR","GDEXPRD","TOT","MLN_USD","A","2001",3589.37164783739,
"NOR","GDEXPRD","TOT","MLN_USD","A","2002",3674.71936764029,
"NOR","GDEXPRD","TOT","MLN_USD","A","2003",3824.71977100875,
"NOR","GDEXPRD","TOT","MLN_USD","A","2004",3777.80330976582,
"NOR","GDEXPRD","TOT","MLN_USD","A","2005",3948.91192284197,
"NOR","GDEXPRD","TOT","MLN_USD","A","2006",4164.73083206756,
"NOR","GDEXPRD","TOT","MLN_USD","A","2007",4557.30959986379,
"NOR","GDEXPRD","TOT","MLN_USD","A","2008",4793.46413806232,
"NOR","GDEXPRD","TOT","MLN_USD","A","2009",4816.3329967566,
"NOR","GDEXPRD","TOT","MLN_USD","A","2010",4747.10891057796,
"NOR","GDEXPRD","TOT","MLN_USD","A","2011",4895.87673784188,
"NOR","GDEXPRD","TOT","MLN_USD","A","2012",5049.35478751925,
"NOR","GDEXPRD","TOT","MLN_USD","A","2013",5195.53273449461,
"NOR","GDEXPRD","TOT","MLN_USD","A","2014",5385.41116421892,
"NOR","GDEXPRD","TOT","PC_GDP","A","1981",1.15442463693074,
"NOR","GDEXPRD","TOT","PC_GDP","A","1982",1.22488097446361,
"NOR","GDEXPRD","TOT","PC_GDP","A","1983",1.26558688066682,
"NOR","GDEXPRD","TOT","PC_GDP","A","1984",1.34779638529002,
"NOR","GDEXPRD","TOT","PC_GDP","A","1985",1.44201123040103,
"NOR","GDEXPRD","TOT","PC_GDP","A","1987",1.60704075605434,
"NOR","GDEXPRD","TOT","PC_GDP","A","1989",1.62745277893415,
"NOR","GDEXPRD","TOT","PC_GDP","A","1991",1.59515344512693,
"NOR","GDEXPRD","TOT","PC_GDP","A","1993",1.66736029927519,
"NOR","GDEXPRD","TOT","PC_GDP","A","1995",1.65166686740233,
"NOR","GDEXPRD","TOT","PC_GDP","A","1997",1.59351770399992,
"NOR","GDEXPRD","TOT","PC_GDP","A","1999",1.60533174896757,
"NOR","GDEXPRD","TOT","PC_GDP","A","2001",1.56231205079941,
"NOR","GDEXPRD","TOT","PC_GDP","A","2002",1.63058004167465,
"NOR","GDEXPRD","TOT","PC_GDP","A","2003",1.68035820902895,
"NOR","GDEXPRD","TOT","PC_GDP","A","2004",1.54506136709651,
"NOR","GDEXPRD","TOT","PC_GDP","A","2005",1.48316542161612,
"NOR","GDEXPRD","TOT","PC_GDP","A","2006",1.45597550141921,
"NOR","GDEXPRD","TOT","PC_GDP","A","2007",1.56478191688785,
"NOR","GDEXPRD","TOT","PC_GDP","A","2008",1.55550054118785,
"NOR","GDEXPRD","TOT","PC_GDP","A","2009",1.72385621587539,
"NOR","GDEXPRD","TOT","PC_GDP","A","2010",1.6508737730634,
"NOR","GDEXPRD","TOT","PC_GDP","A","2011",1.62753722904914,
"NOR","GDEXPRD","TOT","PC_GDP","A","2012",1.62024046879679,
"NOR","GDEXPRD","TOT","PC_GDP","A","2013",1.65242545587395,
"NOR","GDEXPRD","TOT","PC_GDP","A","2014",1.70783525210329,
"POL","GDEXPRD","TOT","MLN_USD","A","1990",3236.27828822347,
"POL","GDEXPRD","TOT","MLN_USD","A","1991",2529.52332875349,
"POL","GDEXPRD","TOT","MLN_USD","A","1992",2666.50878761305,
"POL","GDEXPRD","TOT","MLN_USD","A","1993",2764.83633222398,
"POL","GDEXPRD","TOT","MLN_USD","A","1994",2677.43352742431,
"POL","GDEXPRD","TOT","MLN_USD","A","1995",2592.69594579837,
"POL","GDEXPRD","TOT","MLN_USD","A","1996",2845.68843020027,
"POL","GDEXPRD","TOT","MLN_USD","A","1997",3047.27860014897,
"POL","GDEXPRD","TOT","MLN_USD","A","1998",3270.59939467009,
"POL","GDEXPRD","TOT","MLN_USD","A","1999",3531.04073263761,
"POL","GDEXPRD","TOT","MLN_USD","A","2000",3476.60845619708,
"POL","GDEXPRD","TOT","MLN_USD","A","2001",3414.83766061871,
"POL","GDEXPRD","TOT","MLN_USD","A","2002",3120.93831760331,
"POL","GDEXPRD","TOT","MLN_USD","A","2003",3121.99131754995,
"POL","GDEXPRD","TOT","MLN_USD","A","2004",3386.52050959869,
"POL","GDEXPRD","TOT","MLN_USD","A","2005",3569.98211459993,
"POL","GDEXPRD","TOT","MLN_USD","A","2006",3705.4605582749,
"POL","GDEXPRD","TOT","MLN_USD","A","2007",4037.48015842227,
"POL","GDEXPRD","TOT","MLN_USD","A","2008",4501.91757581791,
"POL","GDEXPRD","TOT","MLN_USD","A","2009",5100.61929083573,
"POL","GDEXPRD","TOT","MLN_USD","A","2010",5726.51095840513,
"POL","GDEXPRD","TOT","MLN_USD","A","2011",6223.53269105662,
"POL","GDEXPRD","TOT","MLN_USD","A","2012",7465.20899376071,
"POL","GDEXPRD","TOT","MLN_USD","A","2013",7471.52702391622,
"POL","GDEXPRD","TOT","MLN_USD","A","2014",8334.03345204192,
"POL","GDEXPRD","TOT","PC_GDP","A","1990",0.86009859390705,
"POL","GDEXPRD","TOT","PC_GDP","A","1991",0.72298764391647,
"POL","GDEXPRD","TOT","PC_GDP","A","1992",0.74344334781756,
"POL","GDEXPRD","TOT","PC_GDP","A","1993",0.74307922323385,
"POL","GDEXPRD","TOT","PC_GDP","A","1994",0.68341688524089,
"POL","GDEXPRD","TOT","PC_GDP","A","1995",0.61877145086935,
"POL","GDEXPRD","TOT","PC_GDP","A","1996",0.64036621508179,
"POL","GDEXPRD","TOT","PC_GDP","A","1997",0.64412269186175,
"POL","GDEXPRD","TOT","PC_GDP","A","1998",0.66083234747199,
"POL","GDEXPRD","TOT","PC_GDP","A","1999",0.68180434198195,
"POL","GDEXPRD","TOT","PC_GDP","A","2000",0.64202068987674,
"POL","GDEXPRD","TOT","PC_GDP","A","2001",0.62284047565627,
"POL","GDEXPRD","TOT","PC_GDP","A","2002",0.55784645087448,
"POL","GDEXPRD","TOT","PC_GDP","A","2003",0.53883891102101,
"POL","GDEXPRD","TOT","PC_GDP","A","2004",0.55594389682454,
"POL","GDEXPRD","TOT","PC_GDP","A","2005",0.56598572294338,
"POL","GDEXPRD","TOT","PC_GDP","A","2006",0.55320605963375,
"POL","GDEXPRD","TOT","PC_GDP","A","2007",0.56228107649904,
"POL","GDEXPRD","TOT","PC_GDP","A","2008",0.60330911078021,
"POL","GDEXPRD","TOT","PC_GDP","A","2009",0.66599845797995,
"POL","GDEXPRD","TOT","PC_GDP","A","2010",0.72081441053066,
"POL","GDEXPRD","TOT","PC_GDP","A","2011",0.74601193815711,
"POL","GDEXPRD","TOT","PC_GDP","A","2012",0.8810909913727,
"POL","GDEXPRD","TOT","PC_GDP","A","2013",0.87082336029337,
"POL","GDEXPRD","TOT","PC_GDP","A","2014",0.94047858646095,
"PRT","GDEXPRD","TOT","MLN_USD","A","1982",404.640243853392,
"PRT","GDEXPRD","TOT","MLN_USD","A","1983",443.051583673181,
"PRT","GDEXPRD","TOT","MLN_USD","A","1984",450.26045289759,
"PRT","GDEXPRD","TOT","MLN_USD","A","1985",509.869156006717,
"PRT","GDEXPRD","TOT","MLN_USD","A","1986",539.528021494741,
"PRT","GDEXPRD","TOT","MLN_USD","A","1987",613.910287664249,
"PRT","GDEXPRD","TOT","MLN_USD","A","1988",663.670325192309,
"PRT","GDEXPRD","TOT","MLN_USD","A","1989",822.6018906507,
"PRT","GDEXPRD","TOT","MLN_USD","A","1990",923.30673389294,
"PRT","GDEXPRD","TOT","MLN_USD","A","1991",1067.32669001536,
"PRT","GDEXPRD","TOT","MLN_USD","A","1992",1162.8415527583,
"PRT","GDEXPRD","TOT","MLN_USD","A","1993",1133.66918123935,
"PRT","GDEXPRD","TOT","MLN_USD","A","1994",1106.24658107548,
"PRT","GDEXPRD","TOT","MLN_USD","A","1995",1119.6595278168,
"PRT","GDEXPRD","TOT","MLN_USD","A","1996",1232.41919119756,
"PRT","GDEXPRD","TOT","MLN_USD","A","1997",1319.99216938425,
"PRT","GDEXPRD","TOT","MLN_USD","A","1998",1533.15161288636,
"PRT","GDEXPRD","TOT","MLN_USD","A","1999",1736.37612215383,
"PRT","GDEXPRD","TOT","MLN_USD","A","2000",1908.69946415595,
"PRT","GDEXPRD","TOT","MLN_USD","A","2001",2062.47328863787,
"PRT","GDEXPRD","TOT","MLN_USD","A","2002",1961.22358136545,
"PRT","GDEXPRD","TOT","MLN_USD","A","2003",1878.65176488961,
"PRT","GDEXPRD","TOT","MLN_USD","A","2004",1998.01930064794,
"PRT","GDEXPRD","TOT","MLN_USD","A","2005",2091.69726313302,
"PRT","GDEXPRD","TOT","MLN_USD","A","2006",2678.26062877561,
"PRT","GDEXPRD","TOT","MLN_USD","A","2007",3233.08034766404,
"PRT","GDEXPRD","TOT","MLN_USD","A","2008",4164.27525909867,
"PRT","GDEXPRD","TOT","MLN_USD","A","2009",4416.32922356957,
"PRT","GDEXPRD","TOT","MLN_USD","A","2010",4365.8565216042,
"PRT","GDEXPRD","TOT","MLN_USD","A","2011",4074.27575039879,
"PRT","GDEXPRD","TOT","MLN_USD","A","2012",3697.94565788971,
"PRT","GDEXPRD","TOT","MLN_USD","A","2013",3519.86854614636,
"PRT","GDEXPRD","TOT","MLN_USD","A","2014",3446.21474920332,
"PRT","GDEXPRD","TOT","PC_GDP","A","1982",0.26959435172811,
"PRT","GDEXPRD","TOT","PC_GDP","A","1983",0.29569806364411,
"PRT","GDEXPRD","TOT","PC_GDP","A","1984",0.30626711057701,
"PRT","GDEXPRD","TOT","PC_GDP","A","1985",0.33734226360554,
"PRT","GDEXPRD","TOT","PC_GDP","A","1986",0.3427713074636,
"PRT","GDEXPRD","TOT","PC_GDP","A","1987",0.36663142789081,
"PRT","GDEXPRD","TOT","PC_GDP","A","1988",0.36873360494349,
"PRT","GDEXPRD","TOT","PC_GDP","A","1989",0.42938073054671,
"PRT","GDEXPRD","TOT","PC_GDP","A","1990",0.46363068334939,
"PRT","GDEXPRD","TOT","PC_GDP","A","1991",0.51351758055753,
"PRT","GDEXPRD","TOT","PC_GDP","A","1992",0.55344254497591,
"PRT","GDEXPRD","TOT","PC_GDP","A","1993",0.55081288633696,
"PRT","GDEXPRD","TOT","PC_GDP","A","1994",0.53235279586162,
"PRT","GDEXPRD","TOT","PC_GDP","A","1995",0.51667919708579,
"PRT","GDEXPRD","TOT","PC_GDP","A","1996",0.54949914072542,
"PRT","GDEXPRD","TOT","PC_GDP","A","1997",0.56359923661863,
"PRT","GDEXPRD","TOT","PC_GDP","A","1998",0.62467908660605,
"PRT","GDEXPRD","TOT","PC_GDP","A","1999",0.68100357192142,
"PRT","GDEXPRD","TOT","PC_GDP","A","2000",0.72127040157181,
"PRT","GDEXPRD","TOT","PC_GDP","A","2001",0.76452234170203,
"PRT","GDEXPRD","TOT","PC_GDP","A","2002",0.72144443364708,
"PRT","GDEXPRD","TOT","PC_GDP","A","2003",0.69758693310267,
"PRT","GDEXPRD","TOT","PC_GDP","A","2004",0.72870968417714,
"PRT","GDEXPRD","TOT","PC_GDP","A","2005",0.7570704324107,
"PRT","GDEXPRD","TOT","PC_GDP","A","2006",0.95454698702483,
"PRT","GDEXPRD","TOT","PC_GDP","A","2007",1.1242709677473,
"PRT","GDEXPRD","TOT","PC_GDP","A","2008",1.44520466529633,
"PRT","GDEXPRD","TOT","PC_GDP","A","2009",1.5797254448735,
"PRT","GDEXPRD","TOT","PC_GDP","A","2010",1.53257248998849,
"PRT","GDEXPRD","TOT","PC_GDP","A","2011",1.4568313292661,
"PRT","GDEXPRD","TOT","PC_GDP","A","2012",1.37776768554732,
"PRT","GDEXPRD","TOT","PC_GDP","A","2013",1.32641084635092,
"PRT","GDEXPRD","TOT","PC_GDP","A","2014",1.28699794772474,
"SVK","GDEXPRD","TOT","MLN_USD","A","1992",1045.5393559102,
"SVK","GDEXPRD","TOT","MLN_USD","A","1993",822.197743011521,
"SVK","GDEXPRD","TOT","MLN_USD","A","1994",572.541016327376,
"SVK","GDEXPRD","TOT","MLN_USD","A","1995",625.954776961672,
"SVK","GDEXPRD","TOT","MLN_USD","A","1996",658.492354552754,
"SVK","GDEXPRD","TOT","MLN_USD","A","1997",823.521686134215,
"SVK","GDEXPRD","TOT","MLN_USD","A","1998",623.291702499845,
"SVK","GDEXPRD","TOT","MLN_USD","A","1999",524.141088803522,
"SVK","GDEXPRD","TOT","MLN_USD","A","2000",525.315072088569,
"SVK","GDEXPRD","TOT","MLN_USD","A","2001",531.173599604769,
"SVK","GDEXPRD","TOT","MLN_USD","A","2002",500.390013030077,
"SVK","GDEXPRD","TOT","MLN_USD","A","2003",526.180303491527,
"SVK","GDEXPRD","TOT","MLN_USD","A","2004",493.804812242592,
"SVK","GDEXPRD","TOT","MLN_USD","A","2005",519.246296714043,
"SVK","GDEXPRD","TOT","MLN_USD","A","2006",542.17787821367,
"SVK","GDEXPRD","TOT","MLN_USD","A","2007",566.163632026142,
"SVK","GDEXPRD","TOT","MLN_USD","A","2008",616.456576880068,
"SVK","GDEXPRD","TOT","MLN_USD","A","2009",597.184068717416,
"SVK","GDEXPRD","TOT","MLN_USD","A","2010",816.674889635813,
"SVK","GDEXPRD","TOT","MLN_USD","A","2011",903.921122189904,
"SVK","GDEXPRD","TOT","MLN_USD","A","2012",1115.18934789691,
"SVK","GDEXPRD","TOT","MLN_USD","A","2013",1158.06275229993,
"SVK","GDEXPRD","TOT","MLN_USD","A","2014",1271.74579307999,
"SVK","GDEXPRD","TOT","PC_GDP","A","1990",1.61317911217497,
"SVK","GDEXPRD","TOT","PC_GDP","A","1991",2.07445165552639,
"SVK","GDEXPRD","TOT","PC_GDP","A","1992",1.73377277972465,
"SVK","GDEXPRD","TOT","PC_GDP","A","1993",1.33797572667339,
"SVK","GDEXPRD","TOT","PC_GDP","A","1994",0.87726626135931,
"SVK","GDEXPRD","TOT","PC_GDP","A","1995",0.90615732855065,
"SVK","GDEXPRD","TOT","PC_GDP","A","1996",0.89292385597214,
"SVK","GDEXPRD","TOT","PC_GDP","A","1997",1.0528250805437,
"SVK","GDEXPRD","TOT","PC_GDP","A","1998",0.76610775095211,
"SVK","GDEXPRD","TOT","PC_GDP","A","1999",0.64556242727296,
"SVK","GDEXPRD","TOT","PC_GDP","A","2000",0.6392720545219,
"SVK","GDEXPRD","TOT","PC_GDP","A","2001",0.62565194346684,
"SVK","GDEXPRD","TOT","PC_GDP","A","2002",0.56388942911678,
"SVK","GDEXPRD","TOT","PC_GDP","A","2003",0.56247364665637,
"SVK","GDEXPRD","TOT","PC_GDP","A","2004",0.50149237997658,
"SVK","GDEXPRD","TOT","PC_GDP","A","2005",0.49562348521748,
"SVK","GDEXPRD","TOT","PC_GDP","A","2006",0.47703311712283,
"SVK","GDEXPRD","TOT","PC_GDP","A","2007",0.44944234753152,
"SVK","GDEXPRD","TOT","PC_GDP","A","2008",0.46318429058542,
"SVK","GDEXPRD","TOT","PC_GDP","A","2009",0.47477498885315,
"SVK","GDEXPRD","TOT","PC_GDP","A","2010",0.61787558819456,
"SVK","GDEXPRD","TOT","PC_GDP","A","2011",0.66498583063344,
"SVK","GDEXPRD","TOT","PC_GDP","A","2012",0.80809883424059,
"SVK","GDEXPRD","TOT","PC_GDP","A","2013",0.82735213507161,
"SVK","GDEXPRD","TOT","PC_GDP","A","2014",0.88622055713612,
"ESP","GDEXPRD","TOT","MLN_USD","A","1981",2681.77319355669,
"ESP","GDEXPRD","TOT","MLN_USD","A","1982",3113.02532054778,
"ESP","GDEXPRD","TOT","MLN_USD","A","1983",3120.3545591837,
"ESP","GDEXPRD","TOT","MLN_USD","A","1984",3299.10341528777,
"ESP","GDEXPRD","TOT","MLN_USD","A","1985",3739.50712652766,
"ESP","GDEXPRD","TOT","MLN_USD","A","1986",4291.74224788899,
"ESP","GDEXPRD","TOT","MLN_USD","A","1987",4723.78795667347,
"ESP","GDEXPRD","TOT","MLN_USD","A","1988",5565.21153534211,
"ESP","GDEXPRD","TOT","MLN_USD","A","1989",6140.60648520724,
"ESP","GDEXPRD","TOT","MLN_USD","A","1990",7180.02002831037,
"ESP","GDEXPRD","TOT","MLN_USD","A","1991",7558.62032172886,
"ESP","GDEXPRD","TOT","MLN_USD","A","1992",7977.92830231757,
"ESP","GDEXPRD","TOT","MLN_USD","A","1993",7878.78058583167,
"ESP","GDEXPRD","TOT","MLN_USD","A","1994",7458.6659473305,
"ESP","GDEXPRD","TOT","MLN_USD","A","1995",7659.57980451813,
"ESP","GDEXPRD","TOT","MLN_USD","A","1996",8033.46640627107,
"ESP","GDEXPRD","TOT","MLN_USD","A","1997",8225.94015503815,
"ESP","GDEXPRD","TOT","MLN_USD","A","1998",9365.75698999443,
"ESP","GDEXPRD","TOT","MLN_USD","A","1999",9665.07355477383,
"ESP","GDEXPRD","TOT","MLN_USD","A","2000",10714.156413889,
"ESP","GDEXPRD","TOT","MLN_USD","A","2001",11208.8709746863,
"ESP","GDEXPRD","TOT","MLN_USD","A","2002",12436.5772985243,
"ESP","GDEXPRD","TOT","MLN_USD","A","2003",13663.6736294798,
"ESP","GDEXPRD","TOT","MLN_USD","A","2004",14321.1065279782,
"ESP","GDEXPRD","TOT","MLN_USD","A","2005",15673.6260088313,
"ESP","GDEXPRD","TOT","MLN_USD","A","2006",17466.3427273062,
"ESP","GDEXPRD","TOT","MLN_USD","A","2007",19088.0522935953,
"ESP","GDEXPRD","TOT","MLN_USD","A","2008",20592.5569258794,
"ESP","GDEXPRD","TOT","MLN_USD","A","2009",20373.4150833408,
"ESP","GDEXPRD","TOT","MLN_USD","A","2010",20350.2597891615,
"ESP","GDEXPRD","TOT","MLN_USD","A","2011",19780.743303559,
"ESP","GDEXPRD","TOT","MLN_USD","A","2012",18666.2172235417,
"ESP","GDEXPRD","TOT","MLN_USD","A","2013",18034.1654496342,
"ESP","GDEXPRD","TOT","MLN_USD","A","2014",17840.1139688089,
"ESP","GDEXPRD","TOT","PC_GDP","A","1981",0.38991842673,
"ESP","GDEXPRD","TOT","PC_GDP","A","1982",0.44704836671779,
"ESP","GDEXPRD","TOT","PC_GDP","A","1983",0.44030694495624,
"ESP","GDEXPRD","TOT","PC_GDP","A","1984",0.45736725946137,
"ESP","GDEXPRD","TOT","PC_GDP","A","1985",0.50666030762117,
"ESP","GDEXPRD","TOT","PC_GDP","A","1986",0.56316041014764,
"ESP","GDEXPRD","TOT","PC_GDP","A","1987",0.58727630897489,
"ESP","GDEXPRD","TOT","PC_GDP","A","1988",0.65834645544869,
"ESP","GDEXPRD","TOT","PC_GDP","A","1989",0.69296421710267,
"ESP","GDEXPRD","TOT","PC_GDP","A","1990",0.78073868791047,
"ESP","GDEXPRD","TOT","PC_GDP","A","1991",0.80150059409634,
"ESP","GDEXPRD","TOT","PC_GDP","A","1992",0.83817470351671,
"ESP","GDEXPRD","TOT","PC_GDP","A","1993",0.83638532174782,
"ESP","GDEXPRD","TOT","PC_GDP","A","1994",0.77335673792,
"ESP","GDEXPRD","TOT","PC_GDP","A","1995",0.77287659870178,
"ESP","GDEXPRD","TOT","PC_GDP","A","1996",0.78948704795189,
"ESP","GDEXPRD","TOT","PC_GDP","A","1997",0.77963677344349,
"ESP","GDEXPRD","TOT","PC_GDP","A","1998",0.85102134611021,
"ESP","GDEXPRD","TOT","PC_GDP","A","1999",0.8405222137718,
"ESP","GDEXPRD","TOT","PC_GDP","A","2000",0.88494978723404,
"ESP","GDEXPRD","TOT","PC_GDP","A","2001",0.89019410230899,
"ESP","GDEXPRD","TOT","PC_GDP","A","2002",0.96004980728371,
"ESP","GDEXPRD","TOT","PC_GDP","A","2003",1.02219318159189,
"ESP","GDEXPRD","TOT","PC_GDP","A","2004",1.03849005131063,
